,Titulo,Ingredientes,Elaboracion
1444,cacomixtle relleno de escamoles,"[' ', '2   cacomixtles  1    pizca de pimienta negra ', '150  gramos de escamoles molida', '10   nopales tiernos 2   clavos de olor', '250  gramos de chile guajillo   sal al gusto', '1   cebolla 4   pencas de maguey ', '4   dientes de ajo ', ' ']",":   los cacomixtles se copinan (se realiza un corte de la piel alrededor de  cada pata que se sigue hasta el vientre y pecho para poder desprender  la piel del animal) despues se lavan en agua caliente y se abren en ca- nal, se sacan las visceras y se vuelven a enjuagar. despues se ponen  en una cazuela con limon y sal, por un dia entero. los chiles se hierven durante cinco minutos y se muelen junto con  la cebolla y las especias. en una cazuela con manteca caliente se vierte la mezcla con me- dia taza de agua y se sazona con sal al gusto hasta que la salsa quede  espesa. los nopales se cortan en cuadritos y se mezclan con los escamoles. con la salsa se barnizan los cacomixtles, y se rellenan con los  nopales y escamoles. la carne enchilada y rellena se coloca sobre un par de pencas de  maguey y se cubre con otras dos, se coloca en el horno de tierra y se  hornea aproximadamente doce horas. receta recuperada de pena sanchez y hernandez albarran, 2009:238. 262"
1445,carne de puerco con calabaza y romeros,"['250  gramos de carne de puerco', '1   kilogramo de calabazas', '4   jitomates', ' 1/2    pieza de cebolla', '2   dientes de ajo', '1   manojo de romeros', '2   cucharadas de aceite', '  sal al gusto']",": en una olla con agua se cuece la carne de puerco con un poco de  cebolla, un diente de ajo y sal al gusto. una vez cocida se pone a  escurrir la carne. la calabaza se corta en trozos y se frie con el resto de la cebolla y  un diente de ajo en una sarten.  los ingredientes anteriores se muelen junto con el jitomate. en una cacerola con aceite caliente se frie la carne de puerco,  despues se agrega la mezcla anterior y los romeros.  se deja hervir por 20 minutos agregando sal al gusto. 263"
1446,carne de puerco en pipian con gualumbos,"['1   kilogramo de carne de puerco', '250  gramos de chile guajillo', '250  gramos de pepitas de calabaza', '500  gramos de gualumbos', '4   cucharadas de aceite', '  sal al gusto']",": en una cazuela con aceite se frien los trozos de carne de puerco. aparte, en un comal de barro, se tuestan los chiles y las pepitas  de calabaza. despues se muelen en el metate con un poco de agua. la mezcla anterior se vierte a la cazuela de la carne de cerdo, se  agregan las flores, agua y sal al gusto  se deja sazonar por 20 minutos. 264"
1447,carne de puerco con verdolagas,"['4   piezas de carne de puerco', '500  gramos de verdolagas', '5   piezas de chile', '5   jitomates', ' 1/2    pieza de cebolla', '1   diente de ajo', '1   pizca de comino', '250  mililitros de aceite', '  sal al gusto']",": en una olla con agua se pone a cocer la carne de puerco con sal. se pica la cebolla y se frie en una cacerola con aceite. el jitomate, el ajo, los chiles y el comino se muelen y se anaden  a la cebolla.  despues se agrega la carne de puerco, se deja dorar un poco. las verdolagas se cortan en tiras y despues se incorporan a la  carne, con sal y agua al gusto.  se deja hervir durante 45 minutos 265"
1448,conejo enchilado con nopal,"['1   conejo', '10   nopales tiernos', '5   piezas de chile guajillo', '7   piezas de chile seco', '1  1/2   piezas de cebolla', '1   manojo de hierbas de olor', '  sal al gusto', '1  cucharada de bicarbonato']",": se copina el conejo (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal) y se lava con una mezcla de agua, cloro y jabon. se  abre a canal, se quitan las visceras, se enjuaga y se corta en trozos. en una cacerola con agua caliente se coloca el conejo para que se  cueza con ajo y cebolla.  los nopales se lavan, se pican en cuadritos, se ponen a hervir con  bicarbonato y se escurren. para la salsa se hierven y se desvenan los chiles. se muelen con la  cebolla y hierbas de olor agregando agua y sal al gusto. en una cazuela con un poco de aceite se frien la salsa y los nopa- les y se anaden los trozos de carne. se deja sazonar por 20 minutos. 266"
1449,conejo en mixiote en salsa de escamoles,"['1  1/2   kilogramos de conejo', '500  gramos de escamoles', '7   piezas de chile guajillo', '7   piezas de chile ancho', ' 1/2    cebolla', '2   dientes de ajo', '2  bolitas de pimienta', '2   piezas de clavo ', '1   pizca de comino', '  hierbas de olor', '  sal al gusto']",": el conejo se lava en agua caliente y se abre en canal (se realiza un  corte profundo desde la garganta del animal hasta donde se termina  el tronco), se sacan las visceras, se vuelve a enjuagar y se corta en  piezas. los chiles se asan en el comal y se remojan diez minutos en agua. se muelen los escamoles, los chiles, la cebolla, el ajo, las hierbas  de olor y las especias. en una cacerola con un poco de aceite se echa la carne y se frie,  un poco despues, se agrega la salsa, agua y sal al gusto. se tiende la oblea del maguey o ximbo y en el centro se coloca una  pieza de carne de conejo y la salsa, se envuelve y se amarra con hilo. en una vaporera se meten todos los mixiotes y se dejan cocer du- rante una hora y media. 267"
1450,conejo empulcado,"['1   conejo', '200  gramos de manteca de cerdo', '500  gramos de jitomates ', '500  gramos de cebollas ', '50   gramos de chile verde', '1   cabeza de ajo   ', '1   manojo de hierbas de olor ', '500  mililitros de pulque fermentado ', '  sal al gusto      ', ' ']",": el conejo se lava en agua caliente y se abre en canal (se realiza un  corte profundo desde la garganta del animal hasta donde se termina  el tronco), se le sacan las visceras, se vuelve a enjuagar y se corta en  piezas. en una sarten con aceite hirviendo se pone a freir la carne del  conejo. la cebolla se corta en rodajas que se frien y se agregan al conejo. los chiles, los tomates, la cebolla y el ajo se asan en el comal. se muelen los ingredientes anteriores.  en una sarten con aceite caliente se agregan la mezcla, las hierbas  de olor, cinco chiles en rajas y sal al gusto. en la salsa resultante se agregan las piezas fritas del conejo, la  cebolla y, poco a poco, el pulque, en lugar de agua, y se hierve hasta  que se sazone agregando sal al gusto.  recuperada por pena sanchez y hernandez albarran, 2009:249. 268"
1451,conejo en mole de pinones,"['   ', '1   conejo entero', '250  gramos de pinon', '3   tunas rojas', '150  gramos de escamoles', '1   cebolla mediana', '3   dientes de ajo', '  sal al gusto']",": el conejo se lava en agua caliente y se abre en canal (se realiza un  corte profundo desde la garganta del animal hasta donde se termina  el tronco), se le sacan las visceras, se vuelve a enjuagar y se corta en  piezas. en una olla con agua, media cebolla, un ajo y sal se agrega el co- nejo y se hierve hasta que la carne esta suave.  en una sarten con aceite hirviendo se pone a freir la carne del  conejo. se muelen los pinones, las tunas, media cebolla y el ajo. en una sarten con aceite caliente se agrega la mezcla anterior,  junto con los escamoles, una taza del caldo donde se cocio el conejo  y sal al gusto hasta que alcance una consistencia ligeramente espesa.  cuando alcance este punto se incorporan las piezas de carne de cone- jo y se deja sazonar por 15 minutos. recuperada por pena sanchez y hernandez albarran, 2009:256. 269"
1452,conejo en penca,"['2   conejos   oregano al gusto', '16   nopales   cilandro al gusto', '2   xoconostles    epazote al gusto', '1   cebolla    pimienta al gusto ', '1   diente de ajo   sal al gusto', '6    cucharadas de aceite de  2   pencas de maguey', 'oliva']",": el conejo se copina (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal), se abre en canal, se sacan las visceras, se corta en  trozos y enjuaga con agua. la carne del conejo se cubre con sal y se deja al sol por un dia. al  dia siguiente se parte en trozos y se acomoda en una penca.  los nopales, los xoconostles, las cebollas, los ajos y las hierbas  se pican. en una cacerola se mezclan los ingredientes anteriores, junto con  el conejo, las especias y sal. despues, en una penca precocida se  acomoda toda la preparacion y se cubre con otra penca, se amarran  con ixtle. en brasas al ras de la tierra se coloca la penca, despues de una  hora se le da vuelta y se deja otra hora.  270"
1453,conejo en mole de olla con xocoyol,"['1   conejo tierno', '5   piezas de chile guajillo', '250  gramos de xocoyol seco', '250  gramos de masa de maiz', '3   dientes de ajo', '1   pizca de comino ', '  sal al gusto ']",": el conejo se lava en agua caliente y se abre en canal (se realiza un  corte profundo desde la garganta del animal hasta donde se termina  el tronco), se sacan las visceras, se vuelve a enjuagar y se corta en  piezas. en una olla con agua y sal se cuece el conejo por una hora y media.  una vez que el conejo esta listo se escurre cada pieza y en una  sarten con aceite caliente se dora ligeramente. posteriormente se muelen los chiles y el comino. en el agua donde se cocio el conejo se hierven los xocoyoles y  cuando esten a punto de cocinarse se agrega el chile y, poco a poco,  la masa disuelta en agua.  en el caldo resultante se agrega el conejo, sal al gusto y se deja  sazonar. receta recuperada por pena sanchez y hernandez albarran, 2009:243. 271"
1454,conejo en salsa de quelites,"['1   kilogramo de conejo', '100  gramos de quintoniles', '50  gramos de malva', '50   gramos de quelites blancos', '10   gramos de chile cuaresmeno', ' 1/2    pieza de cebolla', '2   dientes de ajo', '  sal al gusto']",": el conejo se lava, se corta en trozos y se pone a hervir con cebolla,  ajo y sal. los quelites se lavan, se cortan en tiras y se echan a hervir con  los chiles. en una cacerola con aceite se frie un poco la carne de conejo, los  quelites y los chiles. se agrega el caldo del conejo. se anade el conejo y se deja hervir.  272"
1455,criadillas de borrego con escamoles,"['10   piezas de criadillas de borrego ', '250  gramos de escamoles', '1   kilogramo de chile verde', '4   cebollas blancas', '3   dientes de ajo', '6   cebollas cambray', '  sal al gusto', '1   penca de maguey']",": las criadillas se lavan y se enjuagan, despues se ponen a cocer en  una olla con agua y sal. se escurren y se pican. en un comal de barro se asan los chiles, las cebollas y los ajos, se  muelen en un molcajete. en una cazuela con aceite caliente se doran las criadillas un poco,  despues se agregan la salsa, los escamoles, agua y sal al gusto.  en una penca de maguey precocida se pone la mezcla, se dobla la  penca y se amarra con ixtle. se coloca la penca con el guiso en el horno de tierra (previamente  calentado) y se deja cocinar durante dos horas. 273"
1456,coyote en barbacoa,"['1   coyote entero 2   bolitas de pimienta negra', '250  gramos chile guajillo 2   piezas de clavo', '3   piezas de comino   hierbas de olor al gusto', '3   dientes de ajo   sal al gusto', '1   pieza de cebolla ']",": el chile se asa y se deja remojar por quince minutos, posteriormente  se muele junto con el comino, el ajo, la cebolla, la pimienta y los cla- vos agregando medio litro de agua. el coyote se pone al fuego de las brasas para pelarlo y se lava en  agua caliente donde se le termina de rasurar, finalmente se abre en  canal (se realiza un corte profundo desde la garganta del animal hasta  donde se termina el tronco), se le sacan las visceras y se enjuaga la  carne por dentro y fuera. se barniza con la salsa que se preparo previamente agregandole  las hierbas de olor y sal al gusto. se envuelve en dos pencas grandes, previamente asadas, obteni- das del corazon del maguey y se amarran muy bien. se coloca en el horno con las piedras calientes y se tapa con mas  pencas, se tapa con tierra y, al ultimo, se ponen brasas grandes y se  deja cocer de seis a ocho horas. receta recuperada por pena sanchez y hernandez albarran, 2009:257. el coyote  ya no se consume porque esta en peligro de extincion, sin embargo la receta se  recupero conforme a la memoria de la familia gutierrez. 274"
1457,gato montes en barbacoa,"['1   gato montes ', '250  gramos de chile guajillo ', '1   cebolla   ', '3   dientes de ajo', '2   bolitas de pimienta negra ', '3   piezas de comino', '2   piezas de clavo   ', '  sal al gusto', '2   pencas de maguey']",": para preparar la salsa se muele el chile agregandole medio litro de  agua junto con las especias. el gato se pone al fuego de las brasas para pelarlo y se lava en agua  caliente donde se le termina de rasurar, finalmente se abre en canal (se  realiza un corte profundo desde la garganta del animal hasta donde  se termina el tronco), se le sacan las visceras y se enjuaga la carne por  dentro y fuera. la carne se coloca sobre dos pencas grandes y se le bana con la  salsa previamente elaborada.  se colocan otras dos pencas por encima de la carne y se introduce en  el horno de tierra, dejandolo hornear por ocho horas aproximadamente. receta recuperada por pena sanchez y hernandez albarran, 2009: 258. el gato  montes ya no se consume porque esta en peligro de extincion, sin embargo la  receta se recupero conforme a la memoria de la familia gutierrez. 275"
1458,albondigas de carne de liebre,"['1   liebre tierna 1   pizca de comino', '250  gramos de chile guajillo 2   piezas de clavo ', ' 1/2    pieza de cebolla 1   pizca de hierbabuena', '2   dientes de ajo 500   gramos de manteca  ', '20   gramos de masa de maiz de cerdo', '1   pizca de pimienta   sal al gusto']",": la liebre se copina (se realiza un corte de la piel alrededor de cada pata  que se sigue hasta el vientre y pecho para poder desprender la piel del  animal) despues se lava en agua caliente y se abre en canal, se le sacan  las visceras y se vuelve a enjuagar para retirar toda la carne. una vez extraida la carne, esta se muele en una licuadora. a la carne de liebre molida se le agrega la hierbabuena, la cebolla  y el ajo, previamente picados, y sal al gusto. se revuelve todo dejando reposar durante diez minutos y se elabo- ran bolitas de carne. el chile guajillo se hierve previamente por 10 minutos y se muele  junto con los clavos, la pimienta, el comino y se le agrega la masa  colada con un poco de agua.  en una cazuela de barro se derrite la manteca y se le agrega la  salsa junto con las bolitas de carne de liebre y sus huesos para que el  platillo se sazone. receta recuperada por pena sanchez y hernandez albarran, 2009:260. 276"
1459,liebre enchilada al horno,"['1   liebre tierna', '10   piezas de chile guajillo', '1   cebolla ', '1   cabeza de ajo', '1   pizca de comino', '  sal al gusto']",": la liebre se pasa por las brasas para quemarle el pelo, con un cepillo  de cerdas duras o cuchillo se talla y se enjuaga en agua caliente, des- pues se abre en canal y se le sacan las visceras. los chiles se hierven durante cinco minutos y se muelen junto  con todos los demas ingredientes con un poco de agua, y agregando  sal al gusto.  la carne de liebre se barniza con la mezcla.  posteriormente se coloca la carne en una penca de maguey, y alre- dedor se agregan rebanadas de cebolla y el resto de la salsa. se cubre con otra penca de maguey y se mete al horno de tierra  durante cuatro horas. recuperada por pena sanchez y hernandez albarran, 2009:262. 277"
1460,liebre en guajillo,"['1   liebre', '10   piezas de chile guajillo', '1   bolillo molido', '2   cebollas medianas', '1   cabeza', '3   dientes de ajo', '1  pizca de pimienta negra molida', '3   piezas de clavo', '1   pizca de ajonjoli tostado', '2   rajas de canela']",": la liebre se lava y se pela en agua caliente, despues se abre en canal,  se le sacan las visceras y se corta en trozos. se hierve durante cinco horas en una olla de barro junto con una  cabeza de ajo y una cebolla cortada en cuatro. una vez cocida la carne de liebre se deja escurrir y se frie con un  poco de aceite hasta que quede bien dorada.  los chiles se asan y se muelen junto con el pan, tres dientes de  ajo, una cebolla, las especias y el ajonjoli tostado. en una cazuela de barro con aceite previamente calentado se so- frie la mezcla antes preparada, se agrega media taza de caldo de lie- bre y sal al gusto. en la salsa se incorpora la carne y se deja sazonar durante quince  minutos. recuperada por pena sanchez y hernandez albarran, 2009:263. 278"
1461,liebre en pipian con pinon y nuez,"['1   liebre tierna  1   diente de ajo ', '500  gramos de chile chipotle 1   pizca de comino ', '250  gramos de pinon  1    pizca de pimienta negra ', '250   gramos de nuez   molida', 'de cerro    3   piezas de clavo', '1   cebolla   sal al gusto ']",":   la liebre se lava en agua caliente, se copina y se abre en canal (se  realiza un corte profundo desde la garganta del animal hasta donde  se termina el tronco), se le sacan las visceras, se vuelve a enjuagar y  se corta en piezas. en una sarten con aceite hirviendo se frie la carne de la liebre. los chiles guajillos se hierven y se muelen junto con media cebo- lla, el ajo, los pinones, la nuez y las especias.  media cebolla se corta en rodajas y en una sarten con aceite ca- liente se acitrona y se agrega la mezcla anterior y se hierve con una  taza y media de agua por 20 minutos.  a la salsa resultante se le agregan las piezas de la liebre y se les  deja sazonar otros 30 minutos agregando sal al gusto. al servirse se espolvorean algunos pinones y nueces en el platillo. receta recuperada por pena sanchez y hernandez albarran, 2009:261. 279"
1462,mapache enchilado,"['1   mapache ', '250  gramos chile guajillo', '3   piezas de comino', '3   dientes de ajo', '1   cebolla ', '2  bolitas de pimienta negra', '2   piezas de clavo', '  hierbas de olor al gusto', '  sal al gusto', '2   pencas de maguey']",": el mapache se copina (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal), despues se abre en canal, se le sacan las visceras, se  corta en trozos, y se enjuaga. el chile se asa y se deja remojar por quince minutos, posterior- mente se muele junto con el comino, el ajo, la cebolla, la pimienta y  los clavos agregando medio litro de agua. el mapache se barniza con la salsa que se preparo previamente,  agregandole las hierbas de olor y sal al gusto. se envuelve en dos pencas grandes, previamente asadas, obteni- das del corazon del maguey y se amarra muy bien con mecate. se coloca en el horno de tierra con las piedras calientes y se tapa  con mas pencas, se tapa con tierra y, al ultimo, se ponen brasas gran- des, se deja cocinar de seis a ocho horas. 280"
1463,metoro asado en mole,"['1   metoro', '500  gramos de tomate verde', '10  piezas de chile verde', '1   cebolla grande', '6   dientes de ajo', ' 3/4    partes de lechuga romanita', '1   pizca de comino', '2   piezas de pimienta', '2   piezas de clavo', '  sal al gusto']",": el metoro se copina (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal), despues se lava en agua caliente y se abre en canal  (se realiza un corte profundo desde la garganta del animal hasta don- de se termina el tronco), se le sacan las visceras, se vuelve a enjuagar  y se corta en piezas. en una cacerola con aceite caliente se frie el metoro agregando  un poco de sal para sazonar, hasta que quede bien dorado. se retira  de la lumbre. para preparar el mole, se muelen todos los ingredientes restantes  con un poco de agua, y en una cazuela con una cucharada de aceite  caliente se sofrie la mezcla, una vez que suelte el hervor se anaden  las piezas del metoro frito y se deja cocinar por cinco minutos mas  cuidando que el mole no se pegue. receta recuperada por pena sanchez y hernandez albarran, 2009:264. 281"
1464,metoro frito,"['1   metoro ', '500  mililitros de aceite', '  sal al gusto', ' ']",": el metoro se pone al fuego de las brasas para pelarlo y se lava en agua  caliente donde se le termina de rasurar, finalmente se abre en canal  (se realiza un corte profundo desde la garganta del animal hasta don- de se termina el tronco), se le sacan las visceras, se corta en trozos y  se enjuagan las piezas. en una cazuela se calienta previamente el aceite y se frien los  trozos de carne, agregando sal al gusto para que se sazone. cuando la carne esta bien frita, se deja escurrir y queda lista para  servirse.  receta recuperada por pena sanchez y hernandez albarran, 2009:264. 282"
1465,murcielago en chile guajillo,"['2   murcielagos de la fruta', '250  gramos de chile guajillo', '3   piezas de comino', '1   cebolla   ', '3   dientes de ajo', '2   bolitas de pimienta negra', '2   piezas de clavo', '1  manojo pequeno de hierbas de olor', '  sal al gusto']",": los murcielagos se ponen directo al fuego para quemarles el pelo.  con un cuchillo filoso se terminan de rasurar, se cortan en canal, se  les sacan las visceras y se enjuagan. en una olla con tres litros de agua con cal se echan a cocer por  tres horas. luego se sacan, se lavan tres veces y se cortan en trozos. el chile se asa y se deja remojar por quince minutos, posterior- mente se muele en molcajete junto con el comino, el ajo, la cebolla, la  pimienta y los clavos agregando medio litro de agua. en una cacerola con aceite caliente, se dora la carne, se echa la  salsa agregando agua, hierbas de olor y sal al gusto. receta recuperada por tradicion oral, la persona no quiso que su nombre apare- ciera para no ser identificada. 283"
1466,tejon asado,"['1   tejon', '  sal al gusto', ' ']",":   el tejon se copina (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal) despues se lava en agua caliente y se abre en canal  (se realiza un corte profundo desde la garganta del animal hasta don- de se termina el tronco), se sacan las visceras y se vuelve a enjuagar  por dentro y por fuera. se coloca el animal en las brasas poniendole sal al gusto cuidando  que no se queme, una vez asado se saca y se sirve. receta recuperada por pena sanchez y hernandez albarran, 2009:265. el infor- mante comenta que antiguamente se comia este animal, sin embargo, esta practi- ca ya no se realiza porque el tejon se encuentra en peligro de extincion. 284"
1467,tlacuache borracho al vapor,"['1   tlacuache', '2   litros de pulque', '  sal al gusto']",": el tlacuache se coloca directo al fuego para que se queme su pelo,  se lava con agua y se abre en canal y se corta en trozos (si es epoca  en que el animal esta en celo se le da una enjuagada por dentro con  tequila para que no vaya a olerse la carne a xoquia). en una cazuela de barro se coloca la carne y se vierte el pulque  sumergiendo completamente al animal para que el tlacuache quede  bien impregnado, procurando que el pulque rebose la carne y se agre- ga sal al gusto.  la cazuela se coloca encima de la lena bien asentada entre las  piedras y se deja cocer por aproximadamente dos horas. receta recuperada por pena sanchez y hernandez albarran, 2009:269. el tlacuache no es un mamifero sino un marsupial, sin embargo para efectos  practicos y conforme a la categorizacion etnografica en que se considera como  uno de los animales de este tipo. 285"
1468,tlacuache en chileajo,"['1   tlacuache', '1   cabeza de ajo', '1  1/2   kilogramos de tomate', '500  gramos de cebolla', '250  gramos de chile cascabel', '50   gramos de canela', '10   piezas de pimienta', '10   piezas de comino', '10   piezas de clavo', '10   piezas de hojas de laurel', '500  mililitros de aceite', '  sal al gusto']",": el tlacuache se coloca directo al fuego para que se queme su pelo, se  lava con agua y se abre en canal y se corta en trozos. la carne se pone a hervir en un recipiente con agua, un poco de  cebolla, unos dientes de ajo y sal al gusto.  para elaborar la salsa se muelen los tomates, el ajo, la canela, la  cebolla, los chiles y las especias. una vez cocida la carne se frie en un sarten con el aceite y se le  agrega la salsa, las especias, agua y sal al gusto. se deja cocer mientras sazona bien. se sirve con tortillas y frijoles  de olla. 286"
1469,zorra enchilada,"['1   zorra', '250  gramos chile guajillo', '3   piezas de comino', '3   dientes de ajo', '1   cebolla   ', '2   bolitas de pimienta negra', '2   piezas de clavo', '1   manojo de hierbas de olor pequeno', '  sal al gusto', '2   pencas de maguey']",": la zorra se pone directa al fuego para pelarla. se lava en agua calien- te donde se le termina de rasurar, finalmente se abre en canal, se le  sacan las visceras y se enjuaga. el chile se asa y se deja remojar por quince minutos, posterior- mente se muele junto con el comino, el ajo, la cebolla, la pimienta y  los clavos agregando medio litro de agua. se barniza con la salsa que se preparo previamente agregandose  las hierbas de olor y sal al gusto. se envuelve en dos pencas grandes de maguey previamente asa- das y se amarra muy bien con mecate. se coloca en el horno de tierra con las piedras calientes y se tapa  con mas pencas y con tierra, y al ultimo se ponen brasas grandes. se  deja cocinar de cuatro a seis horas. 287"
1470,zorrillo al pastor,"['1   zorrillo', '6   piezas de chile guajillo', '1   cebolla', '2   dientes de ajo', '  sal al gusto', ' ']",":  al zorrillo se le quita la piel, para lo cual se pone en la lumbre, se  chamusca y se le tallan los pelos, se lava en agua caliente y se abre  en canal, se sacan las visceras y su vejiga o ""pedito"" sin romperla y se  vuelve a enjuagar, se le rocia limon y se talla la carne principalmente  la zona donde estaba la vejiga. los chiles se asan y se muelen junto con el ajo, la cebolla y un  poco de agua. con la salsa resultante se barniza el zorrillo por ambos lados.  para preparar el fuego se coloca una brazada de lena que se deja  encendida hasta que se hace carbon y a sus costados se clavan en el  suelo, como estacas, dos ramas en forma de horquetas que sostendran  la madera larga o varilla donde se clava el zorrillo. se comienza a dar vueltas al zorrillo, y con la salsa sobrante se le  continua barnizando por un lapso de dos horas.  receta recuperada por pena sanchez y hernandez albarran, 2009:273. 288"
1471,zorrillo con nopales y escamoles al horno,"['1   zorrillo 1   pizca de clavo', '5   nopales 1   pizca de pimienta', '5   piezas de chile guajillo 1   trozo de laurel', '1   diente de ajo 250  mililitros de aceite', '1   cebolla mediana   sal al gusto', '1   pizca de comino 2   pencas de maguey']",": el zorrillo se copina (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal) despues se lava en agua caliente y se abre en canal,  se le sacan las visceras y su vejiga o ""pedito"" sin romperlo y se vuelve  a enjuagar. se hierven los chiles y despues se muelen junto con la cebolla, el  ajo, el comino, el clavo, la pimienta, el laurel y se agrega sal al gusto. los nopales se cortan en cuadros, se les agrega sal y se mezclan  con parte de la salsa. con la salsa sobrante se barniza el zorrillo y se rellena con los  nopales, escamoles y la salsa de chile guajillo.  el zorrillo se coloca en una penca de maguey y se tapa con otra,  amarrando los extremos y el centro con mecate. se mete al horno de tierra donde se cocera por aproximadamente  cinco horas. 289"
1472,zorrillo relleno de insectos al horno,"['2   zorrillos enteros 1   cebolla ', '50   chicharras 3   dientes de ajo', '150  gramos de escamoles 1   ramita de hierbabuena', '6   piezas de chile guajillo   sal al gusto', '6   xoconostles']",": el zorrillo se copina (se realiza un corte de la piel alrededor de cada  pata que se sigue hasta el vientre y pecho para poder desprender la  piel del animal) despues se lava en agua caliente y se abre en canal,  se le sacan las visceras y su vejiga o ""pedito"" sin romperlo y se vuelve  a enjuagar. se asan los chiles y los xoconostles en un comal de barro y se mue- len junto con media cebolla y los dientes de ajo y se agrega un poco  de agua para que la mezcla quede semiespesa, se anaden las hojas de  hierbabuena y sal al gusto. con la salsa se barnizan los zorrillos y se les rellena con las chi- charras y los escamoles. los zorrillos se colocan encima de dos pencas de maguey y se  rebana encima media cebolla.  se tapan con otras dos pencas de maguey y se meten al horno de  tierra donde se hornearan por, aproximadamente, cinco a seis horas. recuperada por pena sanchez y hernandez albarran, 2009:271.  290"
1473,lagartijas con nopales en salsa de chile guajillo,"[' ', '6   xincoyotes (lagartijas)', '6   nopales tiernos', '250  gramos de chile guajillo', '1   cebolla grande', '1   diente de ajo', '1   pizca de comino', '1   pizca de oregano', '  sal al gusto', '1   penca de maguey']",": a fuego directo se quema la piel de las lagartijas y despues se les qui- ta el pellejo, se abren en canal para retirar las visceras y se enjuagan  con agua. los nopales se pelan, se cortan en cuadritos y despues se ponen a  hervir por diez minutos, una vez cocidos se escurren. en un comal se asan la cebolla, el ajo y los chiles, despues se  muelen con un poco de agua y se agrega comino, oregano y sal al  gusto. en una penca de maguey (precocida) se pone una cama de nopa- les, encima las lagartijas y mas nopales agregando la salsa y sal al  gusto, se dobla la penca, se amarra con mecate y se mete entre las  brasas. se hornea por, aproximadamente, una hora, moviendo la posicion  de la penca para que se cueza de manera uniforme por ambos lados. 291"
1474,lagartijas rellenas de escamoles,"['4   xincoyotes (lagartijas)', '250  gramos de escamoles', '4   nopales', '3   jitomates', '1   cebolla', '3  dientes de ajo', '6  piezas de chile verde', '  hierbas de olor al gusto', '  sal al gusto', '4   obleas de maguey', '1   penca de maguey']",": las lagartijas se lavan y colocan entre las brasas de los lenos para  que se quemen un poco y poder pelarlas. posteriormente, se abren en  canal para quitar la menudencia y se vuelven a enjuagar. el escamol se limpia y enjuaga. los nopales se limpian, se enjuagan y se cortan en cuadritos.  los chiles, los jitomates, la cebolla y los ajos se asan en un comal.  despues se mezclan, en una cazuela, los nopales, los escamoles, la  cebolla, el ajo, las hierbas de olor y sal al gusto.  se rellenan los xincoyotes con la mezcla y se envuelven con ximbo. se colocan sobre una penca de maguey (precocida) se dobla, se  amarra con mecate y se hornean por una hora, aproximadamente, en  el horno de tierra. 292"
1475,xincoyotes con escamoles  ,"[' ', '12   xincoyotes (lagartijas) 4    bolitas de pimienta ', '150  gramos de escamoles negra', ""150  gramos de xa'ues 1   pizca de comino "", '1   cebolla grande 4   piezas de clavo', '250  gramos de chile guajillo 4   pizcas de oregano', '1   diente de ajo   sal al gusto', '4   ramitas de hierbabuena 2   pencas de maguey']",":  las lagartijas se lavan y colocan entre las brasas de los lenos para  que se quemen un poco y poder pelarlas. posteriormente, se abren en  canal para quitar la menudencia y se vuelven a enjuagar. el escamol se limpia y se enjuaga. mientras que los xa'ues se po- nen a desflemar en sal por una hora, se enjuagan, se escurren y se  asan en un comal. los chiles guajillos se hierven por 10 minutos, luego se muelen  junto con el ajo, la cebolla, el comino, la pimienta y los clavos. en una cazuela se mezcla la salsa con los escamoles y los xa'ues  agregando la hierbabuena, el oregano y sal al gusto. con la mezcla se  rellenan los xincoyotes. los xincoyotes se colocan sobre una penca de maguey cocida y  con la salsa sobrante se les bana. por encima se coloca otra penca y  se amarra por el centro y los extremos con mecate. la preparacion se  coloca en el horno de tierra y se hornea por dos horas. receta recuperada por pena sanchez y hernandez albarran, 2009:278. 293"
